neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Neighborhood highlights,40.76062,-73.986359,Private room,,1,2,0.87,5,0
Neighborhood highlights,40.76062,-73.986359,Private room,,1,9,3.03,5,123
,40.69036366978504,-73.9131855383266,Entire home/apt,71.0,180,0,0.0,2,274
Neighborhood highlights,40.679736,-73.9623824,Entire home/apt,739.0,30,0,0.0,23,336
,40.65866,-73.94565,Private room,55.0,30,0,0.0,17,365
,40.76221,-73.94881,Entire home/apt,150.0,30,1,0.4,1,113
,40.66994,-73.91052,Private room,45.0,30,1,0.3,11,351
,40.6868402,-73.9433492,Private room,83.0,4,8,2.35,2,59
,40.78370542126002,-73.98223422554489,Entire home/apt,142.0,30,0,0.0,2,289
,40.7717976,-73.9564199,Entire home/apt,117.0,30,2,1.09,31,336
,40.6835,-73.88248,Private room,37.0,30,1,0.34,6,287
,40.72941,-73.95759,Entire home/apt,220.0,30,1,0.91,1,130
,40.732905,-73.9523656,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.7486839,-73.977654,Entire home/apt,503.0,31,0,0.0,1148,336
Neighborhood highlights,40.7346667,-73.98354979999999,Entire home/apt,498.0,30,0,0.0,23,274
,40.7189,-73.99221,Private room,76.0,30,1,0.43,5,353
,40.80867432543128,-73.93819082468671,Entire home/apt,,30,0,0.0,1,365
,40.6944,-73.91206,Entire home/apt,,30,0,0.0,4,0
,40.8066452,-73.9459759,Private room,73.0,30,0,0.0,3,145
,40.65335207679997,-73.74083254687623,Entire home/apt,185.0,30,0,0.0,1,364
,40.74591,-73.85593,Private room,83.0,30,0,0.0,3,103
,40.76133258970287,-73.97108085551284,Entire home/apt,253.0,30,0,0.0,1,274
,40.70239,-73.98102,Entire home/apt,159.0,30,0,0.0,2,116
Neighborhood highlights,40.71163615228102,-73.75968843270908,Entire home/apt,211.0,30,0,0.0,1,335
,40.82627,-73.93732,Entire home/apt,101.0,30,0,0.0,1,316
,40.62869429354892,-74.0796832212806,Private room,43.0,30,0,0.0,3,327
,40.6627604,-73.8671337,Private room,46.0,30,1,0.7,2,179
,40.68616028481485,-73.99397134780884,Entire home/apt,144.0,30,0,0.0,1,164
Neighborhood highlights,40.71903,-74.00814,Entire home/apt,1136.0,365,0,0.0,85,48
,40.73322286296316,-73.84768320615936,Entire home/apt,62.0,30,0,0.0,5,261
,40.80851996652896,-73.94720267791907,Entire home/apt,225.0,40,1,0.61,1,173
Neighborhood highlights,40.74125,-73.98264,Entire home/apt,558.0,2,3,2.65,1,244
,40.75836,-73.95299,Entire home/apt,124.0,30,0,0.0,1,294
Neighborhood highlights,40.75985,-73.99657,Entire home/apt,686.0,30,0,0.0,1,277
,40.69544,-73.90159,Private room,64.0,30,0,0.0,1,91
,40.76753,-73.87947,Private room,79.0,31,0,0.0,1,365
Neighborhood highlights,40.7636605,-73.9810351,Entire home/apt,364.0,30,0,0.0,1148,365
,40.80027,-73.96009,Shared room,33.0,30,0,0.0,15,331
,40.85612896400472,-73.9319618355608,Entire home/apt,88.0,30,1,0.53,1,58
,40.75893,-73.96197,Entire home/apt,,30,2,0.94,1,33
,40.5833894,-74.1079606,Private room,103.0,30,0,0.0,2,364
,40.884675,-73.864524,Private room,44.0,30,0,0.0,2,363
,40.79328712539376,-73.96676325986058,Entire home/apt,248.0,30,0,0.0,93,279
,40.7203644041493,-73.84266929651172,Entire home/apt,191.0,30,0,0.0,2,35
,40.76212,-73.98883,Private room,73.0,30,0,0.0,1,241
Neighborhood highlights,40.732167,-73.9839442,Entire home/apt,278.0,30,0,0.0,241,286
Neighborhood highlights,40.77242660522461,-73.95455169677734,Entire home/apt,,30,0,0.0,241,275
,40.63837,-73.90446,Entire home/apt,100.0,30,1,1.0,1,364
Neighborhood highlights,40.66287,-73.89815,Entire home/apt,140.0,30,0,0.0,2,269
,40.7676054,-73.9566856,Private room,200.0,30,0,0.0,1,365
Neighborhood highlights,40.7636605,-73.9810351,Entire home/apt,421.0,30,0,0.0,1148,58
Neighborhood highlights,40.684095281560566,-73.91875114749104,Private room,123.0,3,7,2.76,1,100
,40.80528,-73.95053,Entire home/apt,307.0,30,0,0.0,1,364
,40.789085900942304,-73.96996437616103,Entire home/apt,144.0,30,0,0.0,1,65
,40.7653779,-73.9474843,Entire home/apt,201.0,30,0,0.0,1,365
,40.704178081721146,-73.92861691611319,Entire home/apt,290.0,4,6,2.02,1,246
,40.79012911785628,-73.96592281146764,Entire home/apt,383.0,30,0,0.0,1,244
,40.66934,-73.87592,Private room,57.0,30,1,0.33,8,363
,40.6379764,-74.0350438,Private room,74.0,30,0,0.0,1,358
,40.73184579999999,-73.9999292,Entire home/apt,70.0,30,1,0.6,184,113
,40.75601444139842,-73.99416446685791,Entire home/apt,,3,7,2.84,3,298
Neighborhood highlights,40.7205647,-73.9566146,Entire home/apt,595.0,30,1,0.94,23,321
,40.7607,-73.9287,Private room,109.0,30,0,0.0,1,364
Neighborhood highlights,40.8242373,-73.9478417,Entire home/apt,382.0,3,0,0.0,3,350
,40.65293556590542,-73.9792116889606,Entire home/apt,,30,0,0.0,1,80
,40.6755,-73.86188899999999,Private room,47.0,30,0,0.0,25,350
,40.72268,-73.97999,Entire home/apt,176.0,30,0,0.0,1,335
,40.80086,-73.96026,Entire home/apt,243.0,30,0,0.0,3,273
,40.677284,-74.0046521,Entire home/apt,172.0,30,2,1.11,1,87
,40.67538,-73.92894,Private room,160.0,30,2,0.67,3,365
,40.8446641,-73.8170092,Private room,107.0,30,0,0.0,1,324
,40.6929312,-73.8495563,Entire home/apt,188.0,30,0,0.0,2,150
,40.6837026,-73.9216166,Private room,60.0,30,0,0.0,16,185
,40.68255424612971,-73.92220832026813,Private room,44.0,30,1,0.29,16,185
,40.68486,-73.92268,Private room,57.0,30,0,0.0,16,336
,40.76425,-73.95853,Private room,96.0,30,0,0.0,2,360
Neighborhood highlights,40.8053553,-73.9568515,Entire home/apt,464.0,30,0,0.0,85,318
,40.61159,-73.95972,Private room,84.0,30,0,0.0,1,365
,40.74693,-73.95578,Entire home/apt,190.0,30,1,0.91,1,334
Neighborhood highlights,40.76052,-73.99268,Entire home/apt,250.0,30,0,0.0,2,355
,40.70752975605961,-73.94261133414598,Entire home/apt,168.0,30,1,0.94,1,58
,40.71406,-73.73316,Entire home/apt,103.0,30,0,0.0,4,365
,40.7617008,-73.99962280000001,Entire home/apt,632.0,30,0,0.0,1148,306
,40.592956,-73.79773200000001,Private room,43.0,30,0,0.0,1,345
,40.71849,-73.83655,Entire home/apt,,30,0,0.0,1,3
,40.69605,-73.94837,Private room,95.0,30,0,0.0,1,179
Neighborhood highlights,40.7629644,-73.9920309,Entire home/apt,241.0,30,0,0.0,241,315
,40.77848,-73.97915,Entire home/apt,180.0,30,0,0.0,1,324
,40.81003,-73.92033,Private room,46.0,30,0,0.0,5,267
,40.6824831,-73.9662477,Entire home/apt,145.0,30,0,0.0,1,338
,40.68979,-73.924,Private room,51.0,30,0,0.0,2,290
,40.77356,-73.92758,Private room,105.0,3,14,7.24,1,169
,40.90473,-73.90002,Entire home/apt,72.0,30,0,0.0,3,278
,40.74315,-73.9101,Private room,40.0,30,1,0.41,1,122
,40.6833064550824,-73.92261673401843,Entire home/apt,207.0,30,0,0.0,16,185
,40.7669933,-73.9115755,Entire home/apt,118.0,30,1,0.71,1,244
,40.819002,-73.9439938,Entire home/apt,105.0,30,0,0.0,4,273
,40.71194,-73.98959,Entire home/apt,216.0,30,0,0.0,3,324
,40.6975108,-73.9772777,Entire home/apt,,30,0,0.0,1,0
,40.8193,-73.94691,Entire home/apt,86.0,30,2,0.6,4,335
,40.82655,-73.9511,Private room,656.0,30,0,0.0,1,358
,40.74717,-73.9869,Entire home/apt,656.0,30,0,0.0,2,301
,40.69432,-73.92375,Private room,145.0,1,0,0.0,2,93
,40.72365835264184,-73.83802578594478,Private room,139.0,30,0,0.0,1,89
,40.82885,-73.88132,Private room,80.0,3,11,3.44,1,18
,40.69445,-73.93282,Private room,60.0,30,0,0.0,18,308
,40.69393,-73.93248,Private room,60.0,30,0,0.0,41,308
,40.67644,-73.98373,Entire home/apt,,31,1,0.48,1,24
,40.73292,-73.87568,Private room,84.0,1,12,8.0,2,144
,40.6866703,-73.871597,Private room,40.0,30,1,1.0,6,150
Neighborhood highlights,40.67428779999999,-73.9068111,Entire home/apt,100.0,30,0,0.0,1,364
,40.78836,-73.94876,Private room,128.0,30,0,0.0,2,185
,40.83641,-73.94442,Entire home/apt,118.0,30,0,0.0,1,362
,40.6755,-73.86188899999999,Private room,44.0,30,2,0.67,25,353
,40.77733,-73.91508,Shared room,209.0,30,0,0.0,1,61
,40.7201931694685,-73.89141540974379,Private room,80.0,30,0,0.0,1,89
,40.72745989359112,-73.7511126325411,Private room,110.0,30,0,0.0,1,365
Neighborhood highlights,40.63663,-73.88939,Private room,93.0,1,5,3.19,2,356
,40.68827,-73.94964,Private room,110.0,30,0,0.0,1,365
,40.75956834087309,-73.88343822573577,Private room,110.0,2,9,4.82,2,330
,40.6883051,-73.91356789999999,Entire home/apt,192.0,30,0,0.0,3,357
,40.7175,-73.80621,Private room,41.0,30,0,0.0,2,329
,40.75313,-73.86364,Private room,60.0,30,0,0.0,6,334
,40.5877688,-73.8156807,Private room,80.0,30,0,0.0,1,177
,40.63457064475805,-73.94005857891385,Private room,,30,1,0.91,2,30
,40.75249,-73.86197,Private room,56.0,30,1,1.0,6,365
Neighborhood highlights,40.63711,-73.89054,Private room,114.0,1,6,2.95,2,345
,40.7307,-74.0036,Entire home/apt,183.0,30,0,0.0,4,337
,40.6536,-73.92523,Private room,40.0,31,0,0.0,1,275
Neighborhood highlights,40.61766,-74.02322,Private room,197.0,1,9,5.09,2,288
Neighborhood highlights,40.61764,-74.02186,Private room,214.0,1,8,4.8,2,270
,40.79475,-73.97473,Entire home/apt,66.0,30,0,0.0,184,284
,40.684063883057775,-73.91922252728425,Entire home/apt,333.0,30,1,1.0,4,300
,40.66261156161968,-73.97857022327881,Private room,37.0,30,1,0.94,2,245
,40.69522956497608,-73.85117590427399,Private room,80.0,30,0,0.0,1,186
,40.74719899999999,-73.9878197,Entire home/apt,120.0,1,0,0.0,69,65
,40.74719899999999,-73.9878197,Entire home/apt,209.0,1,0,0.0,69,119
Neighborhood highlights,40.75337,-73.96616,Hotel room,464.0,1,2,2.0,19,338
Neighborhood highlights,40.7533687,-73.9661558,Hotel room,464.0,1,0,0.0,19,337
Neighborhood highlights,40.7533687,-73.9661558,Hotel room,50000.0,1,0,0.0,19,328
Neighborhood highlights,40.7533687,-73.9661558,Hotel room,50000.0,1,0,0.0,19,305
Neighborhood highlights,40.75337,-73.96616,Hotel room,50000.0,1,0,0.0,19,305
Neighborhood highlights,40.75337,-73.96616,Hotel room,50000.0,1,0,0.0,19,328
,40.74719899999999,-73.9878197,Entire home/apt,158.0,1,0,0.0,69,119
,40.79830361623043,-73.96125957640396,Private room,51.0,30,0,0.0,254,84
,40.78979747252048,-73.94399114495195,Private room,63.0,30,0,0.0,254,92
,40.72797,-73.98784,Entire home/apt,,30,0,0.0,1,10
,40.688937767765886,-73.9222651720047,Private room,45.0,30,1,0.39,2,155
Neighborhood highlights,40.77054469999999,-73.9807761,Entire home/apt,208.0,180,0,0.0,85,189
,40.753942,-73.935757,Entire home/apt,129.0,30,0,0.0,3,274
,40.73344,-74.005,Entire home/apt,,30,1,0.75,1,273
Neighborhood highlights,40.7338439,-74.00701959999999,Entire home/apt,554.0,30,0,0.0,23,154
,40.7550775,-73.9810571,Entire home/apt,350.0,1,7,4.29,8,182
,40.75622234492668,-73.98069590627054,Entire home/apt,364.0,1,1,1.0,8,254
,40.78052,-73.95323,Entire home/apt,170.0,30,0,0.0,90,175
,40.6627604,-73.8671337,Private room,32.0,30,0,0.0,2,334
,40.68781241219157,-73.94371606374861,Private room,43.0,30,0,0.0,254,91
,40.76014597910929,-73.98831290661629,Private room,64.0,30,0,0.0,254,140
,40.805188762561336,-73.95616111179709,Private room,,30,0,0.0,254,53
,40.66075988324383,-73.95405399318705,Private room,59.0,30,0,0.0,254,53
,40.80178377102734,-73.96439685117046,Private room,53.0,30,0,0.0,254,84
,40.80464856326733,-73.95809809418745,Private room,53.0,30,0,0.0,254,83
,40.74499,-74.00206,Private room,78.0,30,0,0.0,254,53
,40.70376987000687,-73.90405090873817,Private room,59.0,30,0,0.0,254,52
,40.80338796526916,-73.96374150213292,Private room,71.0,30,0,0.0,254,53
,40.67577,-73.9405,Private room,55.0,30,0,0.0,254,58
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,50000.0,1,0,0.0,16,345
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,0,0.0,16,345
Neighborhood highlights,40.75383,-73.9946,Hotel room,50000.0,1,0,0.0,16,340
Neighborhood highlights,40.75383,-73.9946,Hotel room,50000.0,1,0,0.0,16,309
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,0,0.0,16,353
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,0,0.0,16,341
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,50000.0,1,0,0.0,16,309
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,,1,0,0.0,16,353
,40.76877,-73.95223,Private room,104.0,30,0,0.0,2,349
,40.67321184233549,-73.97953037639982,Entire home/apt,320.0,30,1,0.77,1,229
,40.6755,-73.86188899999999,Private room,47.0,30,1,0.34,25,358
,40.7127648,-73.7511201,Private room,42.0,30,1,0.48,3,360
,40.64404,-73.89527,Private room,114.0,30,0,0.0,1,365
,40.61418,-73.91761,Private room,95.0,30,0,0.0,2,365
,40.7127648,-73.7511201,Private room,42.0,30,0,0.0,3,304
,40.7144239,-73.9992853,Entire home/apt,472.0,30,0,0.0,1148,212
Neighborhood highlights,40.75634,-73.98222,Entire home/apt,,2,17,5.67,3,270
,40.687274387531104,-73.87048105039928,Private room,58.0,30,0,0.0,6,64
,40.75634,-73.98222,Entire home/apt,,2,8,3.2,3,284
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,50000.0,1,2,0.79,16,335
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,1,0.37,16,338
Neighborhood highlights,40.75383,-73.9946,Hotel room,50028.0,1,0,0.0,16,260
Neighborhood highlights,40.75383,-73.9946,Hotel room,50000.0,1,0,0.0,16,260
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,0,0.0,16,340
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,50000.0,1,0,0.0,16,340
Neighborhood highlights,40.7538267,-73.9946043,Hotel room,50000.0,1,0,0.0,16,338
Neighborhood highlights,40.75383,-73.9946,Hotel room,,1,0,0.0,16,338
Neighborhood highlights,40.8098188,-73.9539262,Entire home/apt,302.0,1,16,4.9,4,197
,40.76137,-73.88188,Private room,83.0,2,8,3.58,2,328
,40.59529,-73.99775,Entire home/apt,,30,0,0.0,17,0
,40.75141929999999,-73.97051429999999,Entire home/apt,338.0,1,9,3.6,12,233
Neighborhood highlights,40.8098188,-73.9539262,Entire home/apt,360.0,1,14,4.67,4,209
Neighborhood highlights,40.81085,-73.95446,Entire home/apt,363.0,1,11,3.44,4,216
,40.6721,-73.905,Entire home/apt,94.0,30,0,0.0,4,278
,40.75945,-73.98972,Entire home/apt,67.0,30,0,0.0,184,48
,40.69013,-73.91563,Private room,237.0,2,1,1.0,3,178
,40.69052,-73.91563,Private room,135.0,30,0,0.0,3,180
,40.70167,-73.77226,Entire home/apt,85.0,30,0,0.0,1,180
,40.64482,-73.99881,Entire home/apt,120.0,30,0,0.0,1,304
,40.78254,-73.94682,Private room,,30,1,0.88,1,93
,40.72811,-73.98347,Entire home/apt,298.0,30,0,0.0,1,365
Neighborhood highlights,40.7762737,-73.9776255,Hotel room,50000.0,1,1,0.39,8,230
Neighborhood highlights,40.77627,-73.97763,Hotel room,50000.0,1,1,1.0,8,212
Neighborhood highlights,40.8098188,-73.9539262,Entire home/apt,408.0,1,15,4.69,4,226
,40.74453438575089,-73.97391082224853,Entire home/apt,288.0,30,0,0.0,93,304
,40.71575,-73.95414,Private room,55.0,30,0,0.0,1,243
,40.76477,-73.99314,Entire home/apt,217.0,30,0,0.0,10,365
,40.697298719807016,-73.92839718004019,Private room,38.0,30,0,0.0,5,178
,40.74448,-73.97381,Entire home/apt,268.0,30,0,0.0,93,292
,40.62664,-74.02364,Private room,,30,0,0.0,2,365
Neighborhood highlights,40.7636605,-73.9810351,Entire home/apt,458.0,30,0,0.0,1148,293
Neighborhood highlights,40.7636605,-73.9810351,Entire home/apt,358.0,30,0,0.0,1148,365
Neighborhood highlights,40.7762737,-73.9776255,Hotel room,50000.0,1,0,0.0,8,204
Neighborhood highlights,40.77627,-73.97763,Hotel room,50000.0,1,0,0.0,8,215
Neighborhood highlights,40.7762737,-73.9776255,Hotel room,50000.0,1,0,0.0,8,204
Neighborhood highlights,40.77627,-73.97763,Hotel room,50000.0,1,0,0.0,8,184
Neighborhood highlights,40.77627,-73.97763,Hotel room,50000.0,1,0,0.0,8,225
Neighborhood highlights,40.77627,-73.97763,Hotel room,50000.0,1,0,0.0,8,226
Neighborhood highlights,40.71703,-73.99518,Hotel room,50000.0,1,0,0.0,5,342
Neighborhood highlights,40.7170275,-73.9951758,Hotel room,50000.0,1,0,0.0,5,342
,40.79049,-73.97435,Entire home/apt,135.0,30,1,1.0,23,362
Neighborhood highlights,40.7483217,-73.980871,Entire home/apt,502.0,30,0,0.0,1148,270
Neighborhood highlights,40.7448913,-73.9568419,Entire home/apt,347.0,30,0,0.0,1148,45
Neighborhood highlights,40.7481828,-73.9810013,Entire home/apt,466.0,30,0,0.0,1148,167
,40.800897,-73.969492,Entire home/apt,637.0,30,0,0.0,1148,286
,40.78536185556433,-73.98155372589827,Entire home/apt,297.0,30,0,0.0,1,348
Neighborhood highlights,40.7587526,-73.9622062,Entire home/apt,503.0,30,0,0.0,1148,351
,40.7015373,-73.7878889,Entire home/apt,216.0,30,1,1.0,1,154
,40.67338,-73.94571,Entire home/apt,140.0,30,0,0.0,1,244
,40.74935869999999,-73.8792776,Private room,,30,1,0.91,2,0
,40.66615,-73.98956,Entire home/apt,130.0,30,1,1.0,1,110
,40.638560745039065,-73.92967584695963,Private room,120.0,30,0,0.0,1,178
,40.69117,-73.91546,Private room,165.0,2,6,5.62,1,230
Neighborhood highlights,40.7330332,-74.0055679,Entire home/apt,330.0,30,0,0.0,12,333
,40.763886235718736,-73.82230523911522,Private room,117.0,30,1,1.0,3,364
Neighborhood highlights,40.7338958,-73.981368,Entire home/apt,542.0,30,0,0.0,12,349
,40.74284860027544,-73.97868161342652,Entire home/apt,128.0,30,0,0.0,10,273
,40.84706,-73.78796,Entire home/apt,71.0,30,1,1.0,1,31
,40.66879958397987,-73.96063599744677,Entire home/apt,180.0,30,0,0.0,21,58
Neighborhood highlights,40.60482,-74.13123,Entire home/apt,150.0,2,3,1.91,1,348
Neighborhood highlights,40.67194,-73.93588,Private room,45.0,30,0,0.0,8,364
Neighborhood highlights,40.67194,-73.93588,Private room,45.0,30,0,0.0,8,364
,40.65927,-73.95984,Private room,221.0,21,8,4.0,1,85
,40.75435,-73.99391,Private room,,1,0,0.0,12,20
,40.69228,-73.84172,Entire home/apt,55.0,30,2,0.95,1,334
,40.69713,-73.92431,Private room,37.0,30,2,0.88,3,90
,40.68589,-73.91375,Entire home/apt,288.0,30,0,0.0,1,363
,40.701542285245246,-73.89843362313077,Private room,213.0,30,0,0.0,1,364
,40.68932,-73.99057,Entire home/apt,203.0,30,0,0.0,1,339
,40.76019,-73.98989,Entire home/apt,53.0,30,0,0.0,184,131
,40.79217,-73.97442,Entire home/apt,,30,0,0.0,90,0
,40.76253394447422,-73.96756876992016,Entire home/apt,500.0,30,0,0.0,1,362
Neighborhood highlights,40.63617,-74.00999,Private room,217.0,1,28,12.35,1,268
,40.65285,-73.82966,Private room,64.0,30,0,0.0,3,273
,40.806,-73.95121,Entire home/apt,104.0,30,0,0.0,6,322
,40.75435,-73.99391,Private room,,1,1,0.39,12,93
,40.75435,-73.99391,Private room,,1,0,0.0,12,52
,40.75435,-73.99391,Private room,,1,29,10.61,12,69
,40.75435,-73.99391,Private room,,1,4,2.31,12,47
,40.75435,-73.99391,Private room,,1,7,2.84,12,67
,40.7543486,-73.993907,Private room,,1,3,1.2,12,66
,40.7543486,-73.993907,Private room,366.0,1,16,6.96,12,93
,40.75435,-73.99391,Private room,,1,2,1.28,12,63
,40.75435,-73.99391,Private room,,1,0,0.0,12,23
,40.75435,-73.99391,Private room,,1,0,0.0,12,34
,40.75435,-73.99391,Private room,,1,1,1.0,12,47
,40.800197,-73.955758,Private room,64.0,30,2,0.94,1,322
,40.72018,-74.00267,Entire home/apt,,30,0,0.0,4,328
Neighborhood highlights,40.71703,-73.99518,Hotel room,50000.0,1,0,0.0,5,309
Neighborhood highlights,40.737829,-73.95635759999999,Entire home/apt,279.0,30,0,0.0,1148,263
Neighborhood highlights,40.75009,-73.98424,Private room,300.0,1,9,6.43,3,264
Neighborhood highlights,40.74981,-73.98302,Private room,287.0,1,2,2.0,3,265
,40.83242,-73.90655,Private room,46.0,30,0,0.0,1,361
,40.69173,-73.86245,Private room,52.0,30,0,0.0,1,365
,40.67845,-73.91106,Private room,80.0,30,0,0.0,8,336
,40.68257020628538,-73.94490938196654,Private room,167.0,30,0,0.0,1,365
,40.85278,-73.8641,Private room,55.0,30,0,0.0,1,365
,40.6663562,-73.88985509999999,Private room,115.0,30,0,0.0,2,365
,40.75963,-73.99252,Entire home/apt,250.0,30,0,0.0,10,365
,40.75622,-73.99306,Entire home/apt,304.0,30,1,0.57,10,365
,40.7696681505363,-73.91099624810269,Private room,74.0,30,0,0.0,1,364
,40.74505,-73.97328,Entire home/apt,170.0,30,0,0.0,33,286
Neighborhood highlights,40.74821,-73.98292,Private room,377.0,1,0,0.0,3,245
,40.64234,-73.98176,Private room,36.0,30,0,0.0,6,352
Neighborhood highlights,40.6594445,-73.8329463,Entire home/apt,146.0,30,0,0.0,1,365
Neighborhood highlights,40.7303513,-73.95489239999999,Entire home/apt,,30,0,0.0,1148,292
,40.71922,-73.95781,Entire home/apt,243.0,30,0,0.0,1,335
,40.79923,-73.95395,Shared room,32.0,30,1,0.91,15,293
,40.80199,-73.96727,Private room,83.0,30,0,0.0,15,365
,40.71442,-73.98883,Private room,151.0,30,0,0.0,6,353
,40.76998,-73.95447,Entire home/apt,153.0,30,1,0.57,93,255
,40.80384,-73.9356,Entire home/apt,168.0,30,0,0.0,1,362
,40.77159,-73.90389,Private room,156.0,30,0,0.0,2,364
,40.7641661,-73.9377514,Entire home/apt,143.0,30,1,0.5,2,271
,40.74942,-73.99515,Entire home/apt,242.0,30,0,0.0,1,275
,40.74125,-73.88445,Entire home/apt,145.0,30,1,0.86,3,324
Neighborhood highlights,40.71703,-73.99518,Hotel room,50000.0,1,0,0.0,5,270
,40.68428447529241,-73.93851447362184,Shared room,105.0,2,5,2.21,4,104
Neighborhood highlights,40.7486839,-73.977654,Entire home/apt,342.0,30,1,0.54,1148,153
,40.69470291518975,-73.98363183603273,Entire home/apt,278.0,30,0,0.0,165,175
,40.63209,-74.11483,Entire home/apt,98.0,30,0,0.0,1,31
,40.6827033030825,-73.92437601076045,Private room,187.0,2,5,3.75,1,207
,40.74561,-73.82627,Entire home/apt,81.0,30,0,0.0,7,364
Neighborhood highlights,40.685591,-73.9788839,Entire home/apt,,30,0,0.0,23,9
,40.61984,-74.03125,Entire home/apt,253.0,30,0,0.0,2,364
Neighborhood highlights,40.7208245,-74.00260899999999,Entire home/apt,467.0,60,0,0.0,23,357
Neighborhood highlights,40.7226285,-73.9945497,Entire home/apt,346.0,30,0,0.0,1148,292
Neighborhood highlights,40.7296923,-73.9523578,Entire home/apt,370.0,30,0,0.0,1148,251
,40.7044927,-73.8189548,Private room,56.0,30,0,0.0,3,365
,40.6446546,-73.9700912,Entire home/apt,200.0,30,0,0.0,1,364
Neighborhood highlights,40.7321324,-74.0047884,Entire home/apt,361.0,30,0,0.0,12,332
Neighborhood highlights,40.73401,-73.98165399999999,Entire home/apt,367.0,30,1,0.48,12,322
,40.76207,-73.92323,Entire home/apt,185.0,30,0,0.0,1,147
,40.75736,-73.88774,Private room,,30,0,0.0,1,335
,40.75063,-73.99516,Entire home/apt,,30,0,0.0,90,28
,40.80366,-73.94649,Private room,,30,0,0.0,23,365
,40.66913,-73.92718,Private room,,30,2,0.98,1,179
,40.68275,-73.77974,Private room,142.0,30,0,0.0,1,330
,40.67808,-73.91192,Private room,115.0,30,0,0.0,1,89
,40.63295084805226,-74.01942954823478,Private room,79.0,30,0,0.0,9,269
,40.66022723169003,-73.95423880839262,Private room,58.0,30,0,0.0,254,53
Neighborhood highlights,40.75613,-73.99216,Private room,353.0,1,28,13.13,1,267
,40.75323983442416,-73.93547190408474,Entire home/apt,101.0,30,0,0.0,2,336
,40.77382,-73.77266,Private room,62.0,30,0,0.0,6,61
Neighborhood highlights,40.708274,-74.01409249999999,Private room,207.0,30,0,0.0,51,364
Neighborhood highlights,40.70827,-74.01409,Private room,207.0,30,0,0.0,51,364
,40.67810504645007,-73.92108332365751,Private room,140.0,30,0,0.0,1,83
Neighborhood highlights,40.708274,-74.01409249999999,Private room,207.0,60,0,0.0,51,364
Neighborhood highlights,40.708274,-74.01409249999999,Private room,207.0,60,0,0.0,51,364
Neighborhood highlights,40.708274,-74.01409249999999,Private room,207.0,30,0,0.0,51,364
,40.69851130155726,-73.99629513310023,Entire home/apt,200.0,30,0,0.0,1,30
Neighborhood highlights,40.76365192759978,-73.97489655396977,Private room,1793.0,1,0,0.0,20,287
Neighborhood highlights,40.76523,-73.97681,Private room,,1,0,0.0,20,282
Neighborhood highlights,40.76503113926779,-73.97488347018725,Private room,1380.0,1,0,0.0,20,282
,40.64172,-73.98152,Private room,46.0,30,0,0.0,6,54
,40.6932,-73.91747,Private room,105.0,30,0,0.0,1,365
,40.59514375410462,-73.99932891212966,Entire home/apt,,30,1,0.6,17,0
,40.596831126308295,-73.99724313184252,Entire home/apt,,30,1,0.48,17,0
,40.59536,-73.99875,Entire home/apt,,30,1,0.63,17,0
,40.59698219687056,-73.99764139259027,Entire home/apt,,30,0,0.0,17,0
,40.7617008,-73.99962280000001,Entire home/apt,,30,0,0.0,1148,349
Neighborhood highlights,40.6821152,-73.98021469999999,Entire home/apt,306.0,30,0,0.0,1148,167
,40.7617008,-73.99962280000001,Entire home/apt,410.0,30,0,0.0,1148,244
,40.71062879999999,-73.95900309999999,Entire home/apt,417.0,30,0,0.0,1148,365
,40.6507533,-74.0102394,Private room,73.0,30,0,0.0,5,335
,40.6866703,-73.871597,Private room,59.0,30,0,0.0,6,303
,40.77708639999999,-73.98878069999999,Entire home/apt,299.0,30,0,0.0,1148,306
,40.68646942323461,-73.87165758758783,Private room,63.0,30,0,0.0,6,336
,40.636,-73.97117,Private room,115.0,30,0,0.0,1,365
,40.67576,-73.97707,Entire home/apt,221.0,30,0,0.0,8,364
,40.73864,-73.8649,Shared room,32.0,30,0,0.0,6,53
,40.71062879999999,-73.95900309999999,Entire home/apt,441.0,30,0,0.0,1148,310
Neighborhood highlights,40.633227,-73.910273,Private room,69.0,30,0,0.0,2,337
,40.74751,-73.97598,Entire home/apt,200.0,30,2,1.33,2,125
,40.87119,-73.91927,Entire home/apt,,30,1,0.57,4,0
,40.71167,-73.99442,Entire home/apt,152.0,30,0,0.0,4,178
,40.70117541713315,-73.98782269324634,Private room,92.0,30,1,0.55,1,239
,40.7720971,-73.948542,Entire home/apt,147.0,30,0,0.0,1,150
,40.794871,-73.97081100000001,Entire home/apt,325.0,30,0,0.0,1148,306
